web-scraper-order,web-scraper-start-url,pagination,pagination-href,recipe,recipe-href,name,ingredients,method
"1614355439-6352","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Spiced fig, coffee & hazelnut cake","https://www.bbcgoodfood.com/recipes/spiced-fig-coffee-hazelnut-cake","","[{""ingredients"":""4 dried figs , chopped into small pieces""},{""ingredients"":""75ml hot strong coffee or espresso""},{""ingredients"":""100g blanched hazelnuts""},{""ingredients"":""200g slightly salted butter , very soft, plus a little for greasing""},{""ingredients"":""225g light muscovado sugar""},{""ingredients"":""200g plain flour""},{""ingredients"":""2 tsp baking powder""},{""ingredients"":""2 tsp vanilla extract""},{""ingredients"":""2 tsp mixed spice""},{""ingredients"":""50g natural yogurt""},{""ingredients"":""4 large eggs""},{""ingredients"":""250g pack slightly salted butter , very soft""},{""ingredients"":""2 tsp vanilla extract or bean paste""},{""ingredients"":""400g icing sugar""},{""ingredients"":""250g tub full-fat cream cheese""},{""ingredients"":""6 tbsp fig jam or conserve""},{""ingredients"":""10-12 figs , halved or quartered""},{""ingredients"":""200g caramel (Carnation or Bon Maman work well)""}]","[{""method"":""STEP 1""},{""method"":""First, make the sponge. Put the dried figs in a bowl and pour over the coffee. Leave to soak for 30 mins. Heat oven to 180C/160C fan/gas 4. Tip the hazelnuts onto a baking tray and toast in the oven for 5-8 mins until golden brown and aromatic. Tip 75g of the nuts into a food processor (set aside the rest for later) and leave to cool for 10 mins. Meanwhile grease the base and sides of a 20 x 30cm rectangular cake tin with butter and line with baking parchment.""},{""method"":""STEP 2""},{""method"":""Whizz the cooled nuts until finely chopped. Add the soaked figs and any remaining coffee, and whizz again to a paste. Add the remaining sponge ingredients to the processor with a good pinch of salt. Blend until well combined, scraping down the sides once or twice and blending again. Scrape into your cake tin, level the surface and bake for 25 mins, or until a skewer inserted into the centre of the cake comes out clean. Cool in the tin for 10 mins, then flip onto a wire rack, peel off the parchment and leave to cool.""},{""method"":""STEP 3""},{""method"":""While the cake cools, make the icing. Put the butter, vanilla and half the sugar in a large bowl. Roughly mash together with a spatula, then blend with an electric hand whisk until smooth. Add the cream cheese and the remaining icing sugar, mash, then blend again until smooth. Split the icing into 2 batches, one for layering and a crumb coat, and one for a final coat. You can chill the icing while the cake cools, but remove it from the fridge 15 mins before using to bring back to room temperature.""},{""method"":""STEP 4""},{""method"":""Now assemble the cake. Transfer the cooled cake to a chopping board. Score the sponge at 10cm intervals along the length of the cake, marking out 3 sections, 20 x 10cm each. Cut through, then stack the cakes on top of each other to check they are the same size. Trim any uneven edges, then unstack.""},{""method"":""STEP 5""},{""method"":""Put 1 sponge on a cake board or plate. Spread with a little icing and 3 tbsp fig jam, keeping the jam about 1cm from the edges. Top with another sponge, more icing and jam, then sandwich with the final sponge. Use a palette knife to cover the entire cake with the remaining first batch of icing (the crumb coat) – don’t worry if it’s a little messy. Make sure you fill any gaps between the layers with icing. Once covered, chill for at least 30 mins to firm up the icing. Chill the remaining icing too, but bring it out of the fridge 10-15 mins before the cake so it is ready for spreading.""},{""method"":""STEP 6""},{""method"":""Decorate the cake. Remove it from the fridge and cover with the remaining icing. Use a palette knife to create smooth edges, or leave it fairly rough, if you like. Top the cake with the figs, pointy ends up. Put the caramel in a small piping bag, snip off the corner and drizzle over the top of the cake, encouraging it down the sides (or just drizzle it over with a spoon). Roughly chop the remaining toasted nuts and scatter over the top. Serve in slices with extra figs on the side, if you like. Keep leftovers in the fridge for 3 days, but bring to room temperature before eating.""}]"
"1614355316-6308","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","","","Flat white","https://www.bbcgoodfood.com/recipes/flat-white","","[{""ingredients"":""18g ground espresso , or 1 espresso pod""},{""ingredients"":""100ml milk""},{""ingredients"":""the right cup , 150-200ml capacity""}]","[{""method"":""STEP 1""},{""method"":""Make around 35ml espresso using your coffee machine and pour into the base of your cup.""},{""method"":""STEP 2""},{""method"":""Steam the milk with the steamer attachment so that it has around 1-2cm of foam on top. Hold the jug so that the spout is about 3-4cm above the cup and pour the milk in steadily. As the volume within the cup increases, bring the jug as close to the surface of the drink as possible whilst aiming to pour into the centre. Once the milk jug is almost touching the surface of the coffee, tilt the jug to speed up the rate of pour. As you accelerate, the milk will hit the back of the cup and start naturally folding in on itself to create a pattern on the top.""}]"
"1614355242-6279","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","","","Espresso martini","https://www.bbcgoodfood.com/recipes/espresso-martini","Espresso martini","",""
"1614355478-6366","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Foolproof chocolate & coffee fondants","https://www.bbcgoodfood.com/recipes/foolproof-chocolate-coffee-fondants","","[{""ingredients"":""175g butter , plus extra melted butter for greasing""},{""ingredients"":""cocoa powder , for dusting""},{""ingredients"":""175g good-quality dark chocolate (we used 70%)""},{""ingredients"":""200g golden caster sugar""},{""ingredients"":""4 eggs""},{""ingredients"":""50ml good-quality black coffee (we used espresso coffee)""},{""ingredients"":""85g plain flour""},{""ingredients"":""vanilla ice cream , to serve""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 200C/180C fan/gas 6. Use a pastry brush to grease 6 dariole moulds or individual pudding basins really well and place in the fridge for the butter to set. Then grease again, dust with cocoa powder and set aside.""},{""method"":""STEP 2""},{""method"":""Melt the butter and chocolate together over a pan of barely simmering water, then remove. In a separate bowl, beat the sugar and eggs together until light and fluffy. Fold the chocolate and beaten egg together, then add the coffee and finally fold through the flour.""},{""method"":""STEP 3""},{""method"":""Divide the mixture between the darioles. The puddings can now be frozen or chilled. Place on a baking tray and bake for exactly 12 mins until the mixture has puffed up and formed a crust but still has a slight wobble to it. Turn the puddings out onto serving plates and serve with a big scoop of vanilla ice cream for a great contrast of hot and cold.""}]"
"1614355212-6269","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","","","Coffee semifreddo","https://www.bbcgoodfood.com/recipes/coffee-semifreddo","Coffee semifreddo","",""
"1614355484-6367","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Microwave coffee & walnut cake","https://www.bbcgoodfood.com/recipes/microwave-coffee-walnut-cake","Microwave coffee & walnut cake","",""
"1614355387-6331","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Cappuccino traybake","https://www.bbcgoodfood.com/recipes/cappuccino-cake-0","Cappuccino traybake","",""
"1614355300-6301","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","","","Dalgona coffee","https://www.bbcgoodfood.com/recipes/dalgona-coffee","Dalgona coffee","",""
"1614355455-6358","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Christmas spice latte","https://www.bbcgoodfood.com/recipes/christmas-spice-latte","","[{""ingredients"":""200ml milk""},{""ingredients"":""1 tsp festive spice""},{""ingredients"":""a pinch of sugar""},{""ingredients"":""1 freshly brewed espresso""}]","[{""method"":""STEP 1""},{""method"":""Pour the milk into a small pan and add your festive spice and the sugar. Bring to a simmer mixing with a balloon whisk.""},{""method"":""STEP 2""},{""method"":""Pour the coffee into a mug and slowly add the hot spiced milk, holding some of the froth back with a spoon. Float the milk froth on top when the mug is full, then garnish with another pinch of festive spice.""}]"
"1614355397-6336","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Coffee creams with chocolate orange sauce","https://www.bbcgoodfood.com/recipes/coffee-creams-chocolate-orange-sauce","","[{""ingredients"":""300g cream cheese  or mascarpone""},{""ingredients"":""85g caster sugar""},{""ingredients"":""5 tbsp  strong coffee , cold (espresso is about the right strength)""},{""ingredients"":""284ml  tub double cream""},{""ingredients"":""your choice of biscuits , to serve""},{""ingredients"":""175g plain chocolate , grated""},{""ingredients"":""50g butter""},{""ingredients"":""5 tbsp milk""},{""ingredients"":""zest 1 orange""}]","[{""method"":""STEP 1""},{""method"":""Beat the cream cheese or mascarpone together in a large bowl with the sugar, then fold in the cold coffee. In a separate bowl, lightly whip the double cream to soft peak stage, then gently fold it in to the coffee mixture. Spoon into 6 glasses or onto plates, cover and keep in the fridge until ready to serve. You can do this up to 4 hours ahead.""},{""method"":""STEP 2""},{""method"":""To make the sauce, put the grated chocolate, butter and milk into a heatproof bowl. Bring a pan of water to boiling point, turn off heat and stand the bowl over it to warm and melt the chocolate. Stir in orange zest. Cool in the fridge until needed. Pour sauce into a sauce boat.""},{""method"":""STEP 3""},{""method"":""To finish, remove the cream from the fridge, then heat through the sauce. Serve with the chocolate sauce drizzled over and your choice of biscuits on the side.""}]"
"1614355253-6283","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","","","Espresso old fashioned","https://www.bbcgoodfood.com/recipes/espresso-old-fashioned","Espresso old fashioned","",""
"1614355433-6350","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Turkish coffee sour","https://www.bbcgoodfood.com/recipes/turkish-coffee-sour","","[{""ingredients"":""2 tbsp coffee grounds""},{""ingredients"":""5 cardamom pods , bruised (plus 2 to garnish)""},{""ingredients"":""strip of lemon peel""},{""ingredients"":""2 cloves""},{""ingredients"":""1 cinnamon stick""},{""ingredients"":""20g egg whites""},{""ingredients"":""75ml spiced rum""},{""ingredients"":""25ml lemon juice""},{""ingredients"":""Angostura bitters (optional)""}]","[{""method"":""STEP 1""},{""method"":""Put the coffee grounds in a pan with 250ml water. Add the cardamom pods, lemon peel, cloves and cinnamon stick. Bring to the boil, then strain though a sieve lined with 2 pieces of kitchen paper. Leave to cool.""},{""method"":""STEP 2""},{""method"":""Pour 50ml of the coffee mixture into a cocktail shaker filled with ice then add the egg white, spiced rum and lemon juice. Shake hard for 1-2 mins then double strain into 2 coupe or martini glasses. Decorate with another cardamom pod and a few drops of Angostura bitters if you like.""}]"
"1614355468-6362","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Upcycled white Russian","https://www.bbcgoodfood.com/recipes/upcycled-white-russian","","[{""ingredients"":""3 tbsp used ground coffee""},{""ingredients"":""250ml dark rum""},{""ingredients"":""2 tbsp maple syrup""},{""ingredients"":""ice""},{""ingredients"":""1 vanilla pod""},{""ingredients"":""150ml double cream""},{""ingredients"":""150ml milk vodka (we used Black Cow)""}]","[{""method"":""STEP 1""},{""method"":""Put the coffee grounds in a jar or bowl. Pour over the rum, cover and steep for 24 hrs. Once infused, strain the rum into a jug through a sieve lined with kitchen paper, then stir in the maple syrup.""},{""method"":""STEP 2""},{""method"":""To make the cocktail, take four tumblers and pour 25ml of the coffee rum into each one, then top up with ice cubes. In a jug, mix together the seeds from the vanilla pod (keep the pods for the garnish), the double cream and the vodka. Put a spoon on top of the ice in the glass, then pour a quarter of the boozy cream very slowly onto the spoon so that it overflows into the glass below. This will slow it down and help the cream layer to float on top of the coffee liqueur below. Repeat with the remaining three glasses, then garnish each one with a piece of vanilla pod and serve with a stirrer.""}]"
"1614355382-6330","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Spiced meringues with coffee-soaked prunes","https://www.bbcgoodfood.com/recipes/spiced-meringues-coffee-soaked-prunes","","[{""ingredients"":""3 egg whites (left over from the fish pies, see 'Goes well with', below)""},{""ingredients"":""175g caster sugar""},{""ingredients"":""½ tsp mixed spice""},{""ingredients"":""2 tbsp instant coffee""},{""ingredients"":""50g caster sugar""},{""ingredients"":""250g pack ready-to-eat pitted prune""},{""ingredients"":""285ml and 142ml pot double cream""}]","[{""method"":""STEP 1""},{""method"":""Heat oven to 150C/fan 130C/gas 2 and line 2 baking sheets with baking parchment. Put the egg whites in a clean bowl and beat with an electric whisk until thickened and frothy. While whisking, add sugar 1 tbsp at a time until the mix is stiff and glossy. Fold in the spice.""},{""method"":""STEP 2""},{""method"":""Working quickly, pile 8 big spoonfuls of the meringue onto the baking sheets, spacing them evenly apart. Then, with the back of a spoon, lightly flatten them and hollow out the centres to make nest shapes. Bake for 45 mins, then turn off the oven and leave the meringues inside to cool for 4 hrs or overnight. Can be made 2 days ahead and kept in an airtight container.""},{""method"":""STEP 3""},{""method"":""Put the coffee and sugar in a pan with 200ml water. Add the prunes, bring to a simmer, then stir to dissolve the coffee. Leave to simmer for 10 mins until most of the liquid is absorbed, then take off the heat and cool. Can be made 2 days ahead and chilled.""},{""method"":""STEP 4""},{""method"":""To serve, whip the cream until it holds its shape. Spoon onto the meringues, then top with the prunes and a little of their juice.""}]"
"1614355223-6274","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","","","Iced coffee","https://www.bbcgoodfood.com/recipes/iced-coffee","","[{""ingredients"":""200ml strong black coffee""},{""ingredients"":""50ml milk""},{""ingredients"":""ice""},{""ingredients"":""maple syrup, optional""}]","[{""method"":""STEP 1""},{""method"":""Make a 200ml cup of black coffee following pack instructions, then allow the coffee to go completely cold. Pour into a blender with the milk along with 2 or 3 handfuls of ice and maple syrup, if using, then blend until smooth and foamy.""},{""method"":""STEP 2""},{""method"":""Pour into a chilled tall glass and serve.""}]"
"1614355468-6361","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Upcycled white Russian","https://www.bbcgoodfood.com/recipes/upcycled-white-russian","Upcycled white Russian","",""
"1614355247-6281","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","","","Espresso mud cakes, chocolate syrup & ice cream","https://www.bbcgoodfood.com/recipes/espresso-mud-cakes-chocolate-syrup-ice-cream","Espresso mud cakes, chocolate syrup & ice cream","",""
"1614355347-6317","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/3","Moreish mocha profiteroles","https://www.bbcgoodfood.com/recipes/moreish-mocha-profiteroles","Moreish mocha profiteroles","",""
"1614355433-6349","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Turkish coffee sour","https://www.bbcgoodfood.com/recipes/turkish-coffee-sour","Turkish coffee sour","",""
"1614355325-6310","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/3","Tiramisu ice-cream cake","https://www.bbcgoodfood.com/recipes/tiramisu-ice-cream-cake","","[{""ingredients"":""2 x 250g  tubs mascarpone""},{""ingredients"":""115g caster sugar""},{""ingredients"":""6 tbsp marsala""},{""ingredients"":""50g dark chocolate , chopped""},{""ingredients"":""142ml  tub  double cream , lightly whipped""},{""ingredients"":""5 tbsp fresh ground coffee""},{""ingredients"":""85g caster sugar""},{""ingredients"":""3 tbsp brandy""},{""ingredients"":""200g bag Italian sponge finger , we used Savoiardi Boudoir biscuits""},{""ingredients"":""cocoa , for dusting""},{""ingredients"":""142ml tub double cream , lightly whipped""},{""ingredients"":""chocolate  shavings or curls""}]","[{""method"":""STEP 1""},{""method"":""Line a 1kg loaf tin with cling film. Beat the mascarpone, sugar and marsala together then fold in the chocolate and cream.""},{""method"":""STEP 2""},{""method"":""Make up the coffee with 600ml boiling water, leave for 5 mins then strain into a bowl and stir in the sugar and brandy.""},{""method"":""STEP 3""},{""method"":""Reserve 2 biscuits then quickly dip the remainder as you use them into the coffee mixture and line them along the base and up the long sides of the tin (they will stand above the rim).""},{""method"":""STEP 4""},{""method"":""Spoon in half the creamy mixture. Dip the last biscuits into the coffee and place on top end to end. Spoon the remaining creamy mixture on top, then fold over the sponge fingers above the rim and press lightly into the filling. Cover and freeze. To serve, turn out onto a plate, strip off the cling film and dust generously with cocoa. Spoon the cream down the centre and decorate with the chocolate.""}]"
"1614355300-6302","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","","","Dalgona coffee","https://www.bbcgoodfood.com/recipes/dalgona-coffee","","[{""ingredients"":""3 tbsp instant coffee""},{""ingredients"":""2 tbsp sugar""},{""ingredients"":""400-500ml milk (we used whole milk)""}]","[{""method"":""STEP 1""},{""method"":""Whisk the coffee, sugar and 3 tbsp boiling water in a bowl for approximately 5 mins until the mixture is thick and fluffy with stiff peaks. This is easiest done using an electric whisk but can be done by hand.""},{""method"":""STEP 2""},{""method"":""For hot coffee, heat the milk and pour into two heatproof glasses. For cold coffee, pour the cold milk into two glasses. Divide the coffee mixture in half and spoon evenly on top of the glasses. Serve and stir thoroughly before drinking.""}]"
"1614355403-6338","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Louise Read’s Coffee crunch cake","https://www.bbcgoodfood.com/recipes/louise-reads-coffee-crunch-cake","","[{""ingredients"":""175g softened butter , plus extra for greasing""},{""ingredients"":""175g caster sugar""},{""ingredients"":""3 medium eggs""},{""ingredients"":""175g self-raising flour""},{""ingredients"":""1 tsp baking powder""},{""ingredients"":""2 egg whites""},{""ingredients"":""100g caster sugar""},{""ingredients"":""3 tsp instant coffee granules""},{""ingredients"":""25g chopped walnuts""},{""ingredients"":""100g softened butter""},{""ingredients"":""50g icing sugar , sifted""},{""ingredients"":""3 tbsp icing sugar""}]","[{""method"":""STEP 1""},{""method"":""Make the meringue: whisk the egg whites until stiff, add half the sugar, whisk again until stiff, then repeat with the remaining sugar. Mix the coffee with 3 tbsp boiling water to dissolve the granules. Gently fold the walnuts and 1 tsp of the coffee into the meringue. Set aside while you make the cake mixture.""},{""method"":""STEP 2""},{""method"":""Heat oven to 180C/160C fan/gas 4. Grease 2 x 20cm loose-bottomed sandwich tins and line the bases with baking parchment. Beat together the butter and sugar until light and fluffy, then gradually whisk in the eggs. Fold in the flour and baking powder, then finally fold in 2 tsp of the coffee liquid. Divide the mixture between the 2 tins, putting a little more mixture in one than the other.""},{""method"":""STEP 3""},{""method"":""Spread the meringue on top of the tin containing less cake mix. Bake the untopped sponge for about 20 mins until an inserted skewer comes out clean. Continue baking the meringue-topped sponge for an additional 20 mins, then carefully remove both cakes from their tins and leave to cool on a wire rack.""},{""method"":""STEP 4""},{""method"":""To make the filling, beat the butter and icing sugar together, adding 2 tsp more coffee. To make the icing, mix a final tsp of the coffee into the icing sugar. Add a drop more water to make a runny icing. 5 Sandwich the 2 cakes together with the coffee filling, putting the meringuetopped sponge on top. Drizzle all over with the coffee icing to finish.""}]"
"1614355462-6359","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/coffee-recipes/2","Best ever tiramisu","https://www.bbcgoodfood.com/recipes/best-ever-tiramisu","Best ever tiramisu","",""
