web-scraper-order,web-scraper-start-url,pagination,pagination-href,recip,recip-href,name,ingr_list,meth_list,meth_group,ing_group
"1614336282-4967","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","","","Easy cornflake tart","https://www.bbcgoodfood.com/recipes/easy-cornflake-tart","","[{""ingr_list"":""320g ready-rolled shortcrust pastry""},{""ingr_list"":""plain flour, to dust""},{""ingr_list"":""50g butter""},{""ingr_list"":""125g golden syrup""},{""ingr_list"":""25g light brown soft sugar""},{""ingr_list"":""100g cornflakes""},{""ingr_list"":""125g strawberry or raspberry jam""},{""ingr_list"":""custard, to serve""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat the oven to 180C/160C fan/gas 4. Unroll the pastry and briefly roll out on a lightly floured work surface until it's large enough to fit a 23cm loose-bottomed tart tin. Use the rolling pin to lift the pastry over the tin, then press into the corners and sides so the excess pastry hangs over the rim. Trim this away, leaving just a small amount of excess hanging over the rim.""},{""meth_group"":""STEP 2""},{""meth_group"":""Line the pastry with baking parchment and fill with baking beans or uncooked rice. Bake for 15 mins. Remove the parchment and beans, then bake for another 5-10 mins until just golden. Remove from the oven and trim any excess pastry from the edges using a serrated knife.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat the butter, syrup and sugar in a small pan with a pinch of salt, stirring frequently, until melted and smooth. Fold in the cornflakes to coat in the butter mixture.""},{""meth_group"":""STEP 4""},{""meth_group"":""Spoon the jam into the cooked pastry base, then level the surface. Tip the cornflake mixture over the jam and gently press down until all of the jam is covered with a layer of the mixture. Return the tart to the oven and bake for another 5 mins until the cornflakes are golden and toasted. Leave to cool until just warm before slicing and serving with custard.""}]","[{""ing_group"":""320g ready-rolled shortcrust pastry""},{""ing_group"":""plain flour, to dust""},{""ing_group"":""50g butter""},{""ing_group"":""125g golden syrup""},{""ing_group"":""25g light brown soft sugar""},{""ing_group"":""100g cornflakes""},{""ing_group"":""125g strawberry or raspberry jam""},{""ing_group"":""custard, to serve""}]"
"1614336267-4957","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","","","Summer berry cake with rose geranium cream","https://www.bbcgoodfood.com/recipes/summer-berry-cake-rose-geranium-cream","Summer berry cake with rose geranium cream","","","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 180C/160C fan/gas 4. Butter and line the bases of three 23cm cake tins. Cream the butter and sugar until light and fluffy, then add the almond extract and lemon zest. Use a fork to whisk the yogurt with the eggs. With the mixer on a low speed, add the flour, ground almonds and 1/2 tsp salt to the butter and sugar, alternating with the yogurt and eggs.""},{""meth_group"":""STEP 2""},{""meth_group"":""Divide the batter between the tins and bake for 35-40 mins or until a skewer inserted into the middle comes out clean. Cool in the tins for 5 mins, then turn out onto a wire rack, remove the parchment and leave to cool.""},{""meth_group"":""STEP 3""},{""meth_group"":""Beat the mascarpone to loosen it. Whip the cream until it holds its shape. Combine the cream, mascarpone and lemon juice, then carefully add the icing sugar and flower water to taste.""},{""meth_group"":""STEP 4""},{""meth_group"":""Assemble the cake just before serving. Toss the berries with the caster sugar. Spread the flattest cake with half the cream, then add half the fruit. Top with a second cake, spread with the rest of the cream and top with the rest of the fruit. Finish with the last cake, sift over icing sugar, then decorate with rose geranium petals and rose geranium leaves (as long as they’re small).""}]","[{""ing_group"":""325g butter , at room temperature, plus extra for the tins""},{""ing_group"":""425g caster sugar""},{""ing_group"":""2 tsp almond extract""},{""ing_group"":""½ lemon , finely zested""},{""ing_group"":""250g plain yogurt""},{""ing_group"":""4 large eggs , at room temperature""},{""ing_group"":""375g self-raising flour""},{""ing_group"":""225g ground almonds""},{""ing_group"":""200g mascarpone""},{""ing_group"":""300ml double cream""},{""ing_group"":""1 tbsp lemon juice""},{""ing_group"":""icing sugar , to taste, plus extra for dusting""},{""ing_group"":""1-2 tsp rose geranium water or rose water, to taste (see tip, below)""},{""ing_group"":""800g summer berries (raspberries, blackberries, redcurrants, blackcurrants, hulled strawberries and loganberries)""},{""ing_group"":""4 tbsp caster sugar""},{""ing_group"":""rose geranium flowers or other edible flowers""}]"
"1614336330-4998","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Strawberry, feta & thyme tart","https://www.bbcgoodfood.com/recipes/strawberry-feta-thyme-tart","","[{""ingr_list"":""100g crème fraîche""},{""ingr_list"":""3 thyme sprigs, leaves picked, plus extra to serve""},{""ingr_list"":""100g vegetarian feta , crumbled""},{""ingr_list"":""1⁄2 garlic clove , crushed""},{""ingr_list"":""1⁄2 lemon , zested""},{""ingr_list"":""pinch chilli flakes""},{""ingr_list"":""1 sheet ready rolled puff pastry (about 320g)""},{""ingr_list"":""200g strawberries , sliced""},{""ingr_list"":""rocket salad , to serve (optional)""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat the oven to 200C/180C fan/gas 6, and put a baking sheet in the oven to warm up.""},{""meth_group"":""STEP 2""},{""meth_group"":""Mash the crème fraîche, thyme, feta, garlic, lemon, chilli and some seasoning in a bowl with a fork until fairly smooth.""},{""meth_group"":""STEP 3""},{""meth_group"":""Unravel the pastry onto a piece of baking parchment and score a 1cm border around the edge with a sharp knife. Spread the crème fraîche mixture onto the tart, smoothing over up to the border edges. Scatter the strawberry slices over and bake for 25 mins until golden and puffed up. Scatter over more thyme leaves and serve with a rocket salad and a chilled glass of rosé.""}]","[{""ing_group"":""100g crème fraîche""},{""ing_group"":""3 thyme sprigs, leaves picked, plus extra to serve""},{""ing_group"":""100g vegetarian feta , crumbled""},{""ing_group"":""1⁄2 garlic clove , crushed""},{""ing_group"":""1⁄2 lemon , zested""},{""ing_group"":""pinch chilli flakes""},{""ing_group"":""1 sheet ready rolled puff pastry (about 320g)""},{""ing_group"":""200g strawberries , sliced""},{""ing_group"":""rocket salad , to serve (optional)""}]"
"1614336234-4938","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","","","Gin & tonic cheesecake","https://www.bbcgoodfood.com/recipes/gin-tonic-cheesecake","","","[{""meth_list"":""STEP 1""},{""meth_list"":""Butter and line a 23cm loose-bottomed tin with baking parchment. Put the digestive biscuits in a plastic food bag and crush to crumbs using a rolling pin, or blitz in a food processor. Transfer to a bowl, then pour over the melted butter. Mix thoroughly until the crumbs are completely coated. Tip them into the prepared tin and press firmly down into the base to create an even layer. Chill in the fridge for 1 hr to set firmly.""},{""meth_list"":""STEP 2""},{""meth_list"":""To make the filling, place the cream cheese, icing sugar and lime zest in a bowl, then beat with an electric whisk until smooth. Tip in the gin and double cream, and continue beating until the mixture is thick and completely combined. Now spoon it onto the biscuit base, and spread to the edges. Smooth the top of the cheesecake down with the back of a dessert spoon or spatula. Leave to set in the fridge overnight.""},{""meth_list"":""STEP 3""},{""meth_list"":""Pour the can of gin and tonic into a pan, add the caster sugar and lemon juice and boil hard. Once it has reduced to a syrup (about 3-4 minutes over high heat), cool a little, then add the lime juice and the slices of lemon and toss in the syrup. Allow to cool completely.""},{""meth_list"":""STEP 4""},{""meth_list"":""To serve, place the base of the cheesecake on top of a can, then gradually pull the sides of the tin down. Slip the cake onto a serving plate, removing the lining paper and base. Top with a handful of the crushed meringues, then drizzle with the syrup, scattering the lemon slices on top as you go. Add a final dusting of lime zest, slice and serve.""}]","[{""meth_group"":""STEP 1""},{""meth_group"":""Butter and line a 23cm loose-bottomed tin with baking parchment. Put the digestive biscuits in a plastic food bag and crush to crumbs using a rolling pin, or blitz in a food processor. Transfer to a bowl, then pour over the melted butter. Mix thoroughly until the crumbs are completely coated. Tip them into the prepared tin and press firmly down into the base to create an even layer. Chill in the fridge for 1 hr to set firmly.""},{""meth_group"":""STEP 2""},{""meth_group"":""To make the filling, place the cream cheese, icing sugar and lime zest in a bowl, then beat with an electric whisk until smooth. Tip in the gin and double cream, and continue beating until the mixture is thick and completely combined. Now spoon it onto the biscuit base, and spread to the edges. Smooth the top of the cheesecake down with the back of a dessert spoon or spatula. Leave to set in the fridge overnight.""},{""meth_group"":""STEP 3""},{""meth_group"":""Pour the can of gin and tonic into a pan, add the caster sugar and lemon juice and boil hard. Once it has reduced to a syrup (about 3-4 minutes over high heat), cool a little, then add the lime juice and the slices of lemon and toss in the syrup. Allow to cool completely.""},{""meth_group"":""STEP 4""},{""meth_group"":""To serve, place the base of the cheesecake on top of a can, then gradually pull the sides of the tin down. Slip the cake onto a serving plate, removing the lining paper and base. Top with a handful of the crushed meringues, then drizzle with the syrup, scattering the lemon slices on top as you go. Add a final dusting of lime zest, slice and serve.""}]","[{""ing_group"":""250g digestive biscuits""},{""ing_group"":""100g butter , melted""},{""ing_group"":""600g cream cheese""},{""ing_group"":""100g icing sugar""},{""ing_group"":""zest and juice of 1 lime , plus extra zest to serve""},{""ing_group"":""50ml gin""},{""ing_group"":""280ml double cream""},{""ing_group"":""250ml can gin and tonic""},{""ing_group"":""2 tbsp caster sugar""},{""ing_group"":""1 lemon , half juiced, half finely sliced""},{""ing_group"":""2 medium meringues , crushed""}]"
"1614336559-5103","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/2","Veggie rainbow picnic pie","https://www.bbcgoodfood.com/recipes/veggie-rainbow-picnic-pie","Veggie rainbow picnic pie","","","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 200C/180C fan/gas 6. Toss the squash in 1 tbsp oil and some seasoning and roast for 20 mins until soft. Meanwhile, fry the onion in the remaining oil for 10-15 mins over a low heat until golden and boil the potatoes for 8 mins until soft. Drain the potatoes and leave the veg to cool.""},{""meth_group"":""STEP 2""},{""meth_group"":""Reduce oven to 180C/160C fan/gas 4. Line a 20cm x 30cm baking tin with a long double thickness strip of parchment (this will help you to lift out the pie once cooked). Squeeze the two blocks of pastry together, then roll out on a floured surface – the pastry should be about the thickness of a £1 coin. Use the pastry to line the tin, leaving any excess pastry hanging over the edges.""},{""meth_group"":""STEP 3""},{""meth_group"":""Sprinkle the breadcrumbs over the base of the pastry. Layer in the beetroot slices, peppers, squash, onions, feta, potatoes, peas and herbs (in that order for a nice rainbow effect), seasoning well between each layer. Beat the eggs and pour slowly over the filling until most of it has sunk through the layers, saving a little to glaze the top. Brush some egg over the overhanging pastry then lay the rolled pastry sheet on top. Press the pastry sheets together, then use some kitchen scissors to trim the excess pastry, leaving about 2cm. Roll the edges in to seal, then press them firmly with a fork. Brush with egg, sprinkle with seeds, then use the fork prongs to mark out 12 portions. Bake for 1 hr 20 mins until the pastry is golden and crisp. Leave to cool completely before slicing, or chill for up to two days before serving.""}]","[{""ing_group"":""450g butternut squash , peeled, sliced and cut into small chunks""},{""ing_group"":""2 tbsp olive or rapeseed oil""},{""ing_group"":""1 large onion , sliced""},{""ing_group"":""550g small waxy potatoes , peeled and sliced""},{""ing_group"":""2 x 375g blocks all-butter puff pastry""},{""ing_group"":""flour , for dusting""},{""ing_group"":""1 x 320g ready-rolled sheet all-butter puff pastry""},{""ing_group"":""2 tbsp breadcrumbs""},{""ing_group"":""300g pack cooked beetroot , sliced""},{""ing_group"":""450g jar roasted red peppers , drained""},{""ing_group"":""200g block feta cheese""},{""ing_group"":""150g frozen peas""},{""ing_group"":""small bunch each parsley and mint, chopped""},{""ing_group"":""10 eggs""},{""ing_group"":""2 tbsp sesame seeds""}]"
"1614336318-4991","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","","","Roast new potatoes & radishes","https://www.bbcgoodfood.com/recipes/roast-new-potatoes-radishes","","[{""ingr_list"":""600g new potatoes , halved, larger ones quartered""},{""ingr_list"":""500g radishes , halved, larger ones quartered""},{""ingr_list"":""4 tbsp olive oil""},{""ingr_list"":""2 tsp black mustard seeds""},{""ingr_list"":""1 tsp chilli flakes , plus extra to serve (optional)""},{""ingr_list"":""30g pumpkin seeds""},{""ingr_list"":""150g Greek yogurt""},{""ingr_list"":""2 spring onions , thinly sliced (green parts and all)""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""Heat oven to 200C/180C fan/gas 6. Put the potatoes in a saucepan of water, bring to the boil and cook for 8 mins. Drain and leave to steam dry.""},{""meth_group"":""STEP 2""},{""meth_group"":""Put the potatoes in one roasting tin and the radishes into another. Divide the oil between them, along with the mustard seeds and chilli flakes. Season and give everything a good mix. Put in the oven and roast for 25 mins, then take out the radishes and roast the potatoes for an extra 10 mins until crisp. Meanwhile, toast the pumpkin seeds in a dry frying pan.""},{""meth_group"":""STEP 3""},{""meth_group"":""Spread the yogurt onto a sharing platter. Pile on the potatoes and radishes, then scatter over the spring onions, pumpkin seeds and a few more chilli flakes, if you like.""}]","[{""ing_group"":""600g new potatoes , halved, larger ones quartered""},{""ing_group"":""500g radishes , halved, larger ones quartered""},{""ing_group"":""4 tbsp olive oil""},{""ing_group"":""2 tsp black mustard seeds""},{""ing_group"":""1 tsp chilli flakes , plus extra to serve (optional)""},{""ing_group"":""30g pumpkin seeds""},{""ing_group"":""150g Greek yogurt""},{""ing_group"":""2 spring onions , thinly sliced (green parts and all)""}]"
"1614336526-5083","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/2","Smashed chicken with corn slaw","https://www.bbcgoodfood.com/recipes/smashed-chicken-corn-slaw","","[{""ingr_list"":""4 skinless chicken breast fillets""},{""ingr_list"":""1 lime , zested and juiced""},{""ingr_list"":""2 tbsp bio yogurt""},{""ingr_list"":""1 tsp fresh thyme leaves""},{""ingr_list"":""¼ tsp turmeric""},{""ingr_list"":""2 tbsp finely chopped coriander""},{""ingr_list"":""1 garlic clove , finely grated""},{""ingr_list"":""1 tsp rapeseed oil""},{""ingr_list"":""1 small avocado""},{""ingr_list"":""1 lime , zested and juiced""},{""ingr_list"":""2 tbsp bio yogurt""},{""ingr_list"":""2 tbsp finely chopped coriander""},{""ingr_list"":""160g corn , cut from 2 cobs""},{""ingr_list"":""1 red pepper , deseeded and chopped""},{""ingr_list"":""1 red onion , halved and finely sliced""},{""ingr_list"":""320g white cabbage , finely sliced""},{""ingr_list"":""150g new potatoes , boiled, to serve""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""Cut the chicken breasts in half, then put them between two sheets of baking parchment and bash with a rolling pin to flatten. Mix the lime zest and juice with the yogurt, thyme, turmeric, coriander and garlic in a large bowl. Add the chicken and stir until well coated. Leave to marinate while you make the slaw.""},{""meth_group"":""STEP 2""},{""meth_group"":""Mash the avocado with the lime juice and zest, 2 tbsp yogurt and the coriander. Stir in the corn, red pepper, onion and cabbage.""},{""meth_group"":""STEP 3""},{""meth_group"":""Heat a large non-stick frying pan or griddle pan, then cook the chicken in batches for a few mins each side – they’ll cook quickly as they’re thin. Serve the hot chicken with the slaw and the new potatoes. If you're cooking for two, chill half the chicken and slaw for lunch another day (eat within two days).""}]","[{""ing_group"":""4 skinless chicken breast fillets""},{""ing_group"":""1 lime , zested and juiced""},{""ing_group"":""2 tbsp bio yogurt""},{""ing_group"":""1 tsp fresh thyme leaves""},{""ing_group"":""¼ tsp turmeric""},{""ing_group"":""2 tbsp finely chopped coriander""},{""ing_group"":""1 garlic clove , finely grated""},{""ing_group"":""1 tsp rapeseed oil""},{""ing_group"":""1 small avocado""},{""ing_group"":""1 lime , zested and juiced""},{""ing_group"":""2 tbsp bio yogurt""},{""ing_group"":""2 tbsp finely chopped coriander""},{""ing_group"":""160g corn , cut from 2 cobs""},{""ing_group"":""1 red pepper , deseeded and chopped""},{""ing_group"":""1 red onion , halved and finely sliced""},{""ing_group"":""320g white cabbage , finely sliced""},{""ing_group"":""150g new potatoes , boiled, to serve""}]"
"1614336583-5118","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/2","Griddled halloumi with watermelon & caper breadcrumbs","https://www.bbcgoodfood.com/recipes/griddled-halloumi-watermelon-caper-breadcrumbs","Griddled halloumi with watermelon & caper breadcrumbs","","","[{""meth_group"":""STEP 1""},{""meth_group"":""Cut the watermelon into either cubes or slices and transfer to a bowl with the shallots. Add 4 tbsp extra virgin olive oil and the balsamic, then season with fresh black pepper. Cover and put in the fridge for about 15-20 mins.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat the remaining oil in a frying pan. Fry the breadcrumbs until turning gold. Add the garlic, chilli and capers and cook for another minute, then toss in the almonds. Remove from the heat, add the torn mint (it will wilt a little), then taste – it will be quite salty, but the watermelon won’t be, so you’ll get a good contrast.""},{""meth_group"":""STEP 3""},{""meth_group"":""Brush the halloumi with a little oil and heat a griddle pan. Griddle the cheese on both sides until just starting to melt but still holding its shape, with nice golden griddle marks. Toss the cold watermelon and shallots with the rest of the mint leaves and some salt. Divide between four plates, or pile onto a platter. Put the hot halloumi on top. Squeeze over some lemon juice and top with some of the breadcrumb and caper mix. Serve immediately.""}]","[{""ing_group"":""750g watermelon""},{""ing_group"":""2 small shallots , very finely sliced""},{""ing_group"":""100ml extra virgin olive oil , plus extra for brushing and to serve""},{""ing_group"":""4 tsp white balsamic vinegar""},{""ing_group"":""300g halloumi , sliced""},{""ing_group"":""good squeeze of lemon juice""},{""ing_group"":""75g slightly stale country bread , crusts removed, blitzed into coarse breadcrumbs""},{""ing_group"":""1-2 cloves garlic , finely chopped""},{""ing_group"":""½ medium red chilli , halved, deseeded and chopped""},{""ing_group"":""2½ tbsp capers , rinsed""},{""ing_group"":""50g blanched almonds , toasted and chopped""},{""ing_group"":""small bunch of mint , leaves picked, half of them torn""}]"
"1614336587-5121","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/2","Chipotle gazpacho","https://www.bbcgoodfood.com/recipes/chipotle-gazpacho","Chipotle gazpacho","","","[{""meth_group"":""STEP 1""},{""meth_group"":""Put the tomatoes, pepper, cucumber, two of the spring onions, the garlic, half the almonds, half the lime juice, and all the olive oil and chipotle paste into a blender. Whizz until almost smooth. Pour into a jug and chill for at least 2 hrs.""},{""meth_group"":""STEP 2""},{""meth_group"":""When ready to eat, toss the remaining spring onion, avocado, chilli and coriander with the remaining lime juice. Ladle the soup into four bowls and top with the avocado salsa and reserved almonds.""}]","[{""ing_group"":""1kg ripe tomatoes , roughly chopped""},{""ing_group"":""1 large red pepper , deseeded and roughly chopped""},{""ing_group"":""½ cucumber , sliced""},{""ing_group"":""4 spring onions , finely sliced""},{""ing_group"":""1 small garlic clove , grated""},{""ing_group"":""40g blanched almonds , roughly chopped""},{""ing_group"":""3 limes , juiced""},{""ing_group"":""2 tbsp olive oil""},{""ing_group"":""2 tsp chipotle paste""},{""ing_group"":""1 large, ripe avocado , cubed""},{""ing_group"":""1 small red chilli , deseeded and finely chopped""},{""ing_group"":""½ small bunch coriander , finely chopped""}]"
"1614336415-5051","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Crab & avocado tostadas","https://www.bbcgoodfood.com/recipes/crab-avocado-tostadas","Crab & avocado tostadas","","","[{""meth_group"":""STEP 1""},{""meth_group"":""Put the onion in a bowl and cover with half the lime juice and a good pinch each of sugar and salt. Leave to soften while you get everything else ready.""},{""meth_group"":""STEP 2""},{""meth_group"":""Mix together the crabmeat, spring onions and half the chilli. Season with black pepper and set aside. Mash the avocado with the remaining lime juice, garlic and some seasoning. You can leave it quite chunky or mash it until smooth. Stir in the rest of the chilli.""},{""meth_group"":""STEP 3""},{""meth_group"":""Bend each tortilla in half and toast in a toaster for 1 min. Put on 2 plates and top with the salad leaves, then mashed avocado. Finish with the crabmeat and drained pickled onion. Serve with lime wedges for squeezing over.""}]","[{""ing_group"":""1 small  red onion , sliced into thin rings""},{""ing_group"":""juice 2  limes , plus wedges to serve""},{""ing_group"":""pinch of  caster sugar""},{""ing_group"":""170g can white crabmeat in brine, drained""},{""ing_group"":""2 spring onions , finely sliced""},{""ing_group"":""1 red chilli , deseeded and chopped""},{""ing_group"":""1 really ripe avocado , peeled, stoned and chopped""},{""ing_group"":""1 small garlic clove , crushed""},{""ing_group"":""2 corn tortillas""},{""ing_group"":""handful mixed salad leaves""}]"
"1614336271-4961","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","","","Tomato, burrata & broad bean salad","https://www.bbcgoodfood.com/recipes/tomato-burrata-broad-bean-salad","","[{""ingr_list"":""500g tomatoes (I used a mix of sizes and colours)""},{""ingr_list"":""1⁄2 tsp caster sugar""},{""ingr_list"":""150g broad beans , podded""},{""ingr_list"":""handful basil""},{""ingr_list"":""handful chives""},{""ingr_list"":""handful flat leaf parsley""},{""ingr_list"":""1 tbsp tarragon""},{""ingr_list"":""1 tbsp lovage""},{""ingr_list"":""1 tbsp mint leaves""},{""ingr_list"":""3 tbsp olive oil""},{""ingr_list"":""2 tsp Dijon mustard""},{""ingr_list"":""pinch of fennel seeds""},{""ingr_list"":""1 lemon , zested""},{""ingr_list"":""1 tbsp red wine vinegar""},{""ingr_list"":""2 x 100g burrata or 2 x 125g balls mozzarella""},{""ingr_list"":""50g hazelnuts , toasted and roughly chopped""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""Chop the tomatoes into a mixture of slices and wedges, then put them in a bowl. Toss with 1/2 tsp salt and the sugar, then leave to marinate for 30 mins. Meanwhile, bring a pan of water to the boil and add the broad beans. Boil for 2 mins, then drain and allow to cool for a couple of mins. Peel them out of their shells. This is a bit fiddly but well worth it – I use my thumbnail to pierce the skin, then gently squeeze out the shiny green beans.""},{""meth_group"":""STEP 2""},{""meth_group"":""Finely chop the herbs, then tip into a bowl and whisk in the olive oil, mustard, fennel seeds, most of the lemon zest, and red wine vinegar. Season, then stir in the broad beans.""},{""meth_group"":""STEP 3""},{""meth_group"":""Tip the tomatoes onto a serving platter. Top with the burrata, then spoon over the broad bean salsa. Scatter over the hazelnuts and remaining lemon zest to serve.""}]","[{""ing_group"":""500g tomatoes (I used a mix of sizes and colours)""},{""ing_group"":""1⁄2 tsp caster sugar""},{""ing_group"":""150g broad beans , podded""},{""ing_group"":""handful basil""},{""ing_group"":""handful chives""},{""ing_group"":""handful flat leaf parsley""},{""ing_group"":""1 tbsp tarragon""},{""ing_group"":""1 tbsp lovage""},{""ing_group"":""1 tbsp mint leaves""},{""ing_group"":""3 tbsp olive oil""},{""ing_group"":""2 tsp Dijon mustard""},{""ing_group"":""pinch of fennel seeds""},{""ing_group"":""1 lemon , zested""},{""ing_group"":""1 tbsp red wine vinegar""},{""ing_group"":""2 x 100g burrata or 2 x 125g balls mozzarella""},{""ing_group"":""50g hazelnuts , toasted and roughly chopped""}]"
"1614336513-5074","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/2","Swedish meatballs with beetroot & apple salad","https://www.bbcgoodfood.com/recipes/swedish-meatballs-beetroot-apple-salad","","[{""ingr_list"":""500g lean pork mince (5% fat)""},{""ingr_list"":""100g coarsely grated courgette , squeezed of excess juice""},{""ingr_list"":""1 onion , grated""},{""ingr_list"":""4 tbsp chopped fresh dill""},{""ingr_list"":""2 garlic cloves , finely grated""},{""ingr_list"":""1 egg""},{""ingr_list"":""1 tbsp rapeseed oil""},{""ingr_list"":""1 tsp thyme leaves""},{""ingr_list"":""2 tsp vegetable bouillon powder , made up to 300ml with boiling water""},{""ingr_list"":""2 tbsp half-fat crème fraîche""},{""ingr_list"":""1 large apple , chopped""},{""ingr_list"":""1 red onion , halved and thinly sliced""},{""ingr_list"":""4 tbsp chopped parsley""},{""ingr_list"":""2 tsp capers""},{""ingr_list"":""½ lemon , juiced""},{""ingr_list"":""320g cooked beetroot , cut into strips""}]","","[{""meth_group"":""STEP 1""},{""meth_group"":""To make the meatballs, tip the pork into a bowl and add the grated courgette and onion, half the dill, half the garlic and plenty of black pepper. Break in the egg and mix well with your hands. When everything is well combined, break off walnut-size pieces and roll into balls – you should end up with about 28. The mixture will be very soft.""},{""meth_group"":""STEP 2""},{""meth_group"":""Heat the oil in a large non-stick frying pan then gently fry the meatballs in two batches until firm and pale golden, turning them every now and then so they brown evenly. Each batch should take 6-8 mins.""},{""meth_group"":""STEP 3""},{""meth_group"":""Wipe out the pan to remove excess fat and add the remaining garlic and thyme, then pour in the bouillon and bring to the boil. Turn off the heat, stir in the crème fraîche and remaining dill, then return the meatballs to the pan and turn them in the mixture until coated.""},{""meth_group"":""STEP 4""},{""meth_group"":""For the salad, mix the apple, onion, parsley and capers with the lemon, then stir through the beetroot. Serve the salad alongside the meatballs. If you’re cooking for two people, eat half the meatballs and salad now, and chill the rest for another day – it will keep in the fridge for up to three days. Reheat the meatballs in the microwave until piping hot.""}]","[{""ing_group"":""500g lean pork mince (5% fat)""},{""ing_group"":""100g coarsely grated courgette , squeezed of excess juice""},{""ing_group"":""1 onion , grated""},{""ing_group"":""4 tbsp chopped fresh dill""},{""ing_group"":""2 garlic cloves , finely grated""},{""ing_group"":""1 egg""},{""ing_group"":""1 tbsp rapeseed oil""},{""ing_group"":""1 tsp thyme leaves""},{""ing_group"":""2 tsp vegetable bouillon powder , made up to 300ml with boiling water""},{""ing_group"":""2 tbsp half-fat crème fraîche""},{""ing_group"":""1 large apple , chopped""},{""ing_group"":""1 red onion , halved and thinly sliced""},{""ing_group"":""4 tbsp chopped parsley""},{""ing_group"":""2 tsp capers""},{""ing_group"":""½ lemon , juiced""},{""ing_group"":""320g cooked beetroot , cut into strips""}]"
"1614336359-5015","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes","Page 4","https://www.bbcgoodfood.com/recipes/collection/easy-summer-recipes/4","Salted tomato salad","https://www.bbcgoodfood.com/recipes/salted-tomato-salad","Salted tomato salad","","","[{""meth_group"":""STEP 1""},{""meth_group"":""Chop the tomatoes into equal-sized chunks and slice the onion, then transfer them to a bowl. Grate the garlic, then add to the tomatoes, along with the basil leaves.""},{""meth_group"":""STEP 2""},{""meth_group"":""Sprinkle with ½ tsp salt, pour over the oil and toss together. Leave to infuse for up to 30 mins, then serve sprinkled with nigella seeds.""}]","[{""ing_group"":""300g heritage tomatoes , various shapes and sizes""},{""ing_group"":""1 red onion""},{""ing_group"":""1 garlic clove""},{""ing_group"":""8 small basil leaves""},{""ing_group"":""1 tbsp olive oil""},{""ing_group"":""1 tbsp nigella seeds""}]"
