web-scraper-order,web-scraper-start-url,pagination,pagination-href,recipe,recipe-href,name,ingredients,method
"1614356080-6475","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Rhubarb gin","https://www.bbcgoodfood.com/recipes/rhubarb-gin","Rhubarb gin","",""
"1614356219-6524","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Piña colada","https://www.bbcgoodfood.com/recipes/pina-colada","","[{""ingredients"":""120ml pineapple juice""},{""ingredients"":""60ml white rum""},{""ingredients"":""60ml coconut cream""},{""ingredients"":""wedge of pineapple, to garnish (optional)""}]","[{""method"":""STEP 1""},{""method"":""Pulse all the ingredients along with a handful of ice in a blender until smooth. Pour into a tall glass and garnish as you like.""}]"
"1614356108-6486","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Pimm’s","https://www.bbcgoodfood.com/recipes/pimms","","[{""ingredients"":""200ml Pimm's No. 1""},{""ingredients"":""600ml lemonade""},{""ingredients"":""mint sprigs, sliced cucumber, sliced orange and strawberries, to serve""}]","[{""method"":""STEP 1""},{""method"":""Fill a jug with ice and pour over the Pimm’s and lemonade. Give it a good stir then add the mint, cucumber and fruit.""}]"
"1614356112-6487","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Daiquiri","https://www.bbcgoodfood.com/recipes/daiquiri","Daiquiri","",""
"1614356046-6462","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Hurricane cocktail","https://www.bbcgoodfood.com/recipes/hurricane-cocktail","","[{""ingredients"":""50ml dark rum""},{""ingredients"":""50ml white rum""},{""ingredients"":""1 passion fruit""},{""ingredients"":""1 orange , juiced""},{""ingredients"":""1 lemon , juiced""},{""ingredients"":""50ml sugar syrup""},{""ingredients"":""2 tsp grenadine""},{""ingredients"":""4 cocktail cherries""},{""ingredients"":""2 orange slices""}]","[{""method"":""STEP 1""},{""method"":""Fill a cocktail shaker with ice then add the rums. Scoop the flesh and seeds from the passion fruit and add to the shaker along with the orange and lemon juices, sugar syrup and grenadine.""},{""method"":""STEP 2""},{""method"":""Shake well until the outside of the cocktail shaker feels icy cold. Fill two hurricane glasses with fresh ice then double strain the drink into the prepared glasses.""},{""method"":""STEP 3""},{""method"":""Garnish each one with an orange slice skewered onto a cocktail stick and a couple of cocktail cherries.""}]"
"1614356021-6452","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Sweet manhattan cocktail","https://www.bbcgoodfood.com/recipes/sweet-manhattan-cocktail","","[{""ingredients"":""50ml bourbon or rye whiskey""},{""ingredients"":""25ml rosso vermouth""},{""ingredients"":""5ml syrup from a jar of maraschino cherries (we used Luxardo)""},{""ingredients"":""2 dashes Angostura bitters""},{""ingredients"":""ice""},{""ingredients"":""maraschino cherry""},{""ingredients"":""a twist of pared lemon""}]","[{""method"":""STEP 1""},{""method"":""Stir the ingredients with ice in a mixing glass, then strain into a cocktail glass. Garnish and serve.""}]"
"1614356292-6549","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Sloe gin cocktail","https://www.bbcgoodfood.com/recipes/sloe-gin-cocktail","Sloe gin cocktail","",""
"1614356174-6512","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Rose-scented strawberry cocktails","https://www.bbcgoodfood.com/recipes/rose-scented-strawberry-cocktails","","[{""ingredients"":""100g strawberries , hulled and halved""},{""ingredients"":""50g caster sugar""},{""ingredients"":""2 tbsp rosewater""},{""ingredients"":""chilled bottle of Champagne or prosecco""}]","[{""method"":""STEP 1""},{""method"":""Blitz the strawberries with the sugar and rosewater in a blender or small food processor to form a purée. Add a spoon or two to each glass, then top up with your choice of chilled bubbly.""}]"
"1614355974-6436","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Passion fruit martini","https://www.bbcgoodfood.com/recipes/passionfruit-pornstar-martini","","[{""ingredients"":""2 ripe passion fruits (they should have a crinkly appearance), halved""},{""ingredients"":""60ml vanilla vodka""},{""ingredients"":""30ml passoa""},{""ingredients"":""1 tbsp lime juice""},{""ingredients"":""1 tbsp sugar syrup""},{""ingredients"":""prosecco , to serve""}]","[{""method"":""STEP 1""},{""method"":""Scoop the seeds from one of the passion fruits into the glass of a cocktail shaker, add the vodka, passoa, lime juice and sugar syrup. Add a handful of ice and shake well, strain into 2 martini glasses, top up with prosecco, then add half a passion fruit to each. Serve immediately.""}]"
"1614356227-6525","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Old fashioned","https://www.bbcgoodfood.com/recipes/old-fashioned","Old fashioned","",""
"1614356178-6514","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Orange blossom Bellinis","https://www.bbcgoodfood.com/recipes/orange-blossom-bellinis","","[{""ingredients"":""175ml chilled blood orange juice""},{""ingredients"":""1 tbsp orange blossom water""},{""ingredients"":""chilled champagne or  prosecco""},{""ingredients"":""salted almonds and olives , to serve (optional)""}]","[{""method"":""STEP 1""},{""method"":""Mix together orange juice and orange blossom water, then divide between 6 cocktail glasses. Top up with champagne or prosecco and serve with nibbles like olives and salted almonds.""}]"
"1614356248-6533","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Frozen strawberry daiquiri","https://www.bbcgoodfood.com/recipes/frozen-strawberry-daiquiri","Frozen strawberry daiquiri","",""
"1614356237-6530","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Bloody mary recipe","https://www.bbcgoodfood.com/recipes/bloody-mary","","[{""ingredients"":""large handful of ice""},{""ingredients"":""100ml vodka""},{""ingredients"":""500ml tomato juice""},{""ingredients"":""1 tbsp lemon juice, plus 2 slices to serve""},{""ingredients"":""few shakes Worcestershire sauce""},{""ingredients"":""few shakes Tabasco (smoked Tabasco is nice)""},{""ingredients"":""pinch celery salt""},{""ingredients"":""pinch black pepper""},{""ingredients"":""2 celery sticks, to serve""}]","[{""method"":""STEP 1""},{""method"":""Place the ice in a large jug. Measure the vodka, tomato juice and lemon juice and pour it straight onto the ice.""},{""method"":""STEP 2""},{""method"":""Add 3 shakes of Worcestershire sauce and Tabasco (or more if you like it very spicy) and a pinch of celery salt and pepper. Stir until the outside of the jug feels cold, then strain the cocktail into 2 tall glasses.""},{""method"":""STEP 3""},{""method"":""Top up with fresh ice, add a celery stick and lemon slice to both glasses and enjoy.""}]"
"1614356206-6520","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Apple, elderflower & gin cocktails","https://www.bbcgoodfood.com/recipes/apple-elderflower-gin-cocktails","","[{""ingredients"":""250ml gin""},{""ingredients"":""200ml elderflower cordial""},{""ingredients"":""1l cloudy apple juice""},{""ingredients"":""apple slices and ice, to serve""}]","[{""method"":""STEP 1""},{""method"":""In a jam jar, mix gin with cordial. When ready to serve, divide the mixture between 8 glasses, top up with apple juice, apple slices and ice.""}]"
"1614356273-6541","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Cucumber, mint & melon punch","https://www.bbcgoodfood.com/recipes/cucumber-mint-melon-punch","Cucumber, mint & melon punch","",""
"1614356163-6508","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Gooseberry & elderflower fizz","https://www.bbcgoodfood.com/recipes/gooseberry-elderflower-fizz","","[{""ingredients"":""12 gooseberries""},{""ingredients"":""1 tbsp caster sugar""},{""ingredients"":""juice ½ lemon""},{""ingredients"":""3 tbsp elderflower cordial""},{""ingredients"":""chilled sparkling wine , for topping up (we used Prosecco)""}]","[{""method"":""STEP 1""},{""method"":""Tip gooseberries and sugar into a cocktail shaker or large jam jar with a lid. Using the end of a rolling pin, mush the gooseberries and sugar together. Add lemon juice, cordial and 4 ice cubes, pop on the lid and shake well. Strain into glasses and top up with white wine, then stir before serving.""}]"
"1614356183-6515","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Bellini","https://www.bbcgoodfood.com/recipes/bellini","Bellini","",""
"1614356278-6543","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Apple prosecco punch","https://www.bbcgoodfood.com/recipes/apple-prosecco-punch","Apple prosecco punch","",""
"1614356322-6561","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Blood orange & star anise fizz","https://www.bbcgoodfood.com/recipes/blood-orange-star-anise-fizz","Blood orange & star anise fizz","",""
"1614356297-6551","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Coco fizz","https://www.bbcgoodfood.com/recipes/coco-fizz","Coco fizz","",""
"1614356005-6445","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Mango & pineapple mojito","https://www.bbcgoodfood.com/recipes/mango-pineapple-mojito","Mango & pineapple mojito","",""
"1614356253-6536","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Frozen caipirinha","https://www.bbcgoodfood.com/recipes/frozen-caipirinha","","[{""ingredients"":""2 limes , halved""},{""ingredients"":""6 tbsp golden granulated sugar""},{""ingredients"":""400g ice""},{""ingredients"":""200ml cachaça""}]","[{""method"":""STEP 1""},{""method"":""Cut each of the lime halves into four chunks. Put in a large mortar with the sugar and squish well with a pestle to break them down – they will release their juices, leaving you with a sweet lime syrup. Remove the lime peel, squeeze to release the last bits of juice, then discard. Transfer the lime syrup to a small plastic container and freeze for at least 4 hrs, ideally overnight.""},{""method"":""STEP 2""},{""method"":""When you’re ready to make the cocktail, put the ice in a blender suitable for crushing ice, then add the frozen syrup and cachaça. Blend at a high speed until smooth and thick. Transfer to cocktail glasses or tumblers and serve immediately.""}]"
"1614356086-6477","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Mojito recipe","https://www.bbcgoodfood.com/recipes/mojito","Mojito recipe","",""
"1614356138-6498","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Bitter orange & cardamom martinis","https://www.bbcgoodfood.com/recipes/bitter-orange-cardamom-martinis","","[{""ingredients"":""12 cardamom pods""},{""ingredients"":""6 tbsp Seville orange marmalade , plus more to serve""},{""ingredients"":""400ml vodka""},{""ingredients"":""125ml Cointreau""},{""ingredients"":""4 tbsp lemon juice""},{""ingredients"":""ice , to serve""}]","[{""method"":""STEP 1""},{""method"":""Bash 6 cardamom pods in a pestle and mortar until they split.""},{""method"":""STEP 2""},{""method"":""Melt the marmalade in a pan, then whisk in the vodka. Add the crushed pods. Don’t boil the mix, simply warm it for a few mins. Leave to infuse off the heat for 20 mins, then strain.""},{""method"":""STEP 3""},{""method"":""Add the Cointreau and lemon juice and chill (or keep in the freezer). Serve in glasses with a little more marmalade in the bottom, ice and a cardamom pod floating on top.""}]"
"1614356248-6534","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Frozen strawberry daiquiri","https://www.bbcgoodfood.com/recipes/frozen-strawberry-daiquiri","","[{""ingredients"":""500g strawberries, hulled""},{""ingredients"":""200g ice""},{""ingredients"":""100ml rum""},{""ingredients"":""juice ½ lime""},{""ingredients"":""1 strawberry, halved""},{""ingredients"":""2 slices of limes""},{""ingredients"":""2 cocktail sticks""}]","[{""method"":""STEP 1""},{""method"":""Blend the strawberries then push the resulting puree through a sieve to remove some of the seeds. Tip the sieved puree into the blender again and add the ice, rum and lime juice. Blend again and divide the mixture between 2 Martini glasses.""},{""method"":""STEP 2""},{""method"":""Thread the lime slices and strawberry halves onto the cocktail sticks and place onto the edge of the glass, serve immediately.""}]"
"1614356303-6554","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Long Island iced tea","https://www.bbcgoodfood.com/recipes/long-island-iced-tea","","[{""ingredients"":""50ml vanilla vodka""},{""ingredients"":""50ml London dry gin""},{""ingredients"":""50ml reposado tequila""},{""ingredients"":""50ml rum""},{""ingredients"":""50ml triple sec""},{""ingredients"":""50-100ml fresh lime juice""},{""ingredients"":""ice""},{""ingredients"":""500ml cola""},{""ingredients"":""2 limes, cut into wedges""}]","[{""method"":""STEP 1""},{""method"":""Pour the vodka, gin, tequila, rum and triple sec into a large (1.5l) jug, and add lime juice to taste. Half fill the jug with ice, then stir until the outside feels cold.""},{""method"":""STEP 2""},{""method"":""Add the cola then stir to combine. Drop in the lime wedges.""},{""method"":""STEP 3""},{""method"":""Fill 4 tall glasses with more ice cubes and pour in the iced tea.""}]"
"1614356183-6516","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Bellini","https://www.bbcgoodfood.com/recipes/bellini","","[{""ingredients"":""500ml peach purée or peach nectar""},{""ingredients"":""1 bottle prosecco""}]","[{""method"":""STEP 1""},{""method"":""Put the peach puree in a Champagne flute up to about 1/3 full and slowly top up with Prosecco.""}]"
"1614356322-6562","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Blood orange & star anise fizz","https://www.bbcgoodfood.com/recipes/blood-orange-star-anise-fizz","","[{""ingredients"":""4 blood oranges , quartered""},{""ingredients"":""120ml Grand Marnier""},{""ingredients"":""1 star anise""},{""ingredients"":""4 tsp tequila""},{""ingredients"":""prosecco or champagne, to top up""}]","[{""method"":""STEP 1""},{""method"":""Soak the blood oranges (skin on) in 100ml Grand Marnier for 3 hrs.""},{""method"":""STEP 2""},{""method"":""Heat oven to 200C/180C fan/gas 6 and tip the oranges, along with the soaking liquid, into a small roasting tin or ovenproof dish. Roast in the oven with the star anise for 30-40 mins or until the orange skins start to caramelise. Remove the skins and star anise, and purée the pulp in a food processor until smooth. Strain through a fine mesh sieve and chill until needed.""},{""method"":""STEP 3""},{""method"":""Mix 25ml of the purée with 1 tsp each of tequila and Grand Marnier per cocktail, and top with Prosecco or champagne to serve.""}]"
"1614356046-6461","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Hurricane cocktail","https://www.bbcgoodfood.com/recipes/hurricane-cocktail","Hurricane cocktail","",""
"1614355979-6438","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Black russian cocktail","https://www.bbcgoodfood.com/recipes/black-russian-cocktail","","[{""ingredients"":""50ml vodka""},{""ingredients"":""25ml coffee liqueur""},{""ingredients"":""ice""},{""ingredients"":""1 maraschino cherry""},{""ingredients"":""cola  to top up, chilled (optional)""}]","[{""method"":""STEP 1""},{""method"":""Put the vodka and the coffee liqueur into a tumbler filled with ice and stir gently for 30 secs - 1min. Add the cherry and serve. Top with a splash of chilled cola if you prefer a longer drink.""}]"
"1614356138-6497","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Bitter orange & cardamom martinis","https://www.bbcgoodfood.com/recipes/bitter-orange-cardamom-martinis","Bitter orange & cardamom martinis","",""
"1614356055-6465","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Sex on the beach cocktail","https://www.bbcgoodfood.com/recipes/sex-beach-cocktail","Sex on the beach cocktail","",""
"1614356095-6479","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Claridge’s sazerac","https://www.bbcgoodfood.com/recipes/claridges-sazerac","Claridge’s sazerac","",""
"1614356017-6449","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Blueberry mojito","https://www.bbcgoodfood.com/recipes/blueberry-mojito","Blueberry mojito","",""
"1614356211-6521","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Rhubarb & custard cocktail","https://www.bbcgoodfood.com/recipes/rhubarb-custard-cocktail","Rhubarb & custard cocktail","",""
"1614356206-6519","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Apple, elderflower & gin cocktails","https://www.bbcgoodfood.com/recipes/apple-elderflower-gin-cocktails","Apple, elderflower & gin cocktails","",""
"1614356117-6490","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Tequila sunrise","https://www.bbcgoodfood.com/recipes/tequila-sunrise","","[{""ingredients"":""2 tsp grenadine""},{""ingredients"":""ice""},{""ingredients"":""50ml tequila""},{""ingredients"":""1 tbsp triple sec""},{""ingredients"":""1 large orange, or 2 small ones, juiced""},{""ingredients"":""½ lemon, juiced""},{""ingredients"":""1 cocktail cherry""}]","[{""method"":""STEP 1""},{""method"":""Pour the grenadine into the base of a tall glass and set aside. Fill a cocktail shaker with ice and add the tequila, triple sec and fruit juices. Shake until the outside of the shaker feels cold.""},{""method"":""STEP 2""},{""method"":""Add a few ice cubes to the serving glass then carefully double strain the cocktail into it, trying not to disturb the grenadine layer too much. Add more ice if needed to fill the glass then garnish with a cherry on a stick or cocktail umbrella.""}]"
"1614356142-6500","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Watermelon gin spritzer","https://www.bbcgoodfood.com/recipes/watermelon-gin-spritzer","","[{""ingredients"":""2large limes""},{""ingredients"":""100g watermelon""},{""ingredients"":""2 tbsp gin""},{""ingredients"":""tonic  water""}]","[{""method"":""STEP 1""},{""method"":""Cut the limes into 16 pieces. Squeeze 2 pieces of lime into each of the 8 glasses, then drop in the squeezed flesh. Chop the watermelon and divide among the glasses, and throw in some ice cubes. Pour gin over each and top up with chilled tonic water.""}]"
"1614356292-6550","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Sloe gin cocktail","https://www.bbcgoodfood.com/recipes/sloe-gin-cocktail","","[{""ingredients"":""50ml sloe gin""},{""ingredients"":""25ml lemon juice""},{""ingredients"":""25ml gin""},{""ingredients"":""ice (crushed and cubes)""},{""ingredients"":""100g white caster sugar""},{""ingredients"":""1 tbsp juniper berries""}]","[{""method"":""STEP 1""},{""method"":""Start by making the juniper syrup. Put the sugar in a small saucepan, then add 100ml water and the juniper berries. Bring to the boil, then take off the heat and gently squash the berries in the liquid using a potato masher. Leave to steep until completely cold, then strain into a sterilised bottle or jar. Will keep in the fridge for up to 2 weeks.""},{""method"":""STEP 2""},{""method"":""Put the sloe gin, lemon juice, gin and 2 tsp of the syrup in a cocktail shaker with a few ice cubes. Shake well and strain into a tumbler filled with crushed ice. Serve immediately.""}]"
"1614356167-6509","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Drivers’ punch","https://www.bbcgoodfood.com/recipes/drivers-punch","Drivers' punch","",""
"1614356041-6459","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","","","Pink negroni","https://www.bbcgoodfood.com/recipes/pink-negroni","Pink negroni","",""
"1614356103-6484","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 3","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/3","Woo woo","https://www.bbcgoodfood.com/recipes/woo-woo","","[{""ingredients"":""50ml vodka""},{""ingredients"":""25ml peach schnapps""},{""ingredients"":""100ml cranberry juice""},{""ingredients"":""few drops fresh lime juice""},{""ingredients"":""ice""},{""ingredients"":""wedge of lime""}]","[{""method"":""STEP 1""},{""method"":""Fill a cocktail shaker with ice then add the vodka, peach schnapps, cranberry juice and a few drops of lime juice. Shake really well then strain into a tumbler with extra ice. Garnish with a wedge of lime.""}]"
"1614356318-6559","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Salted caramel pecan sour","https://www.bbcgoodfood.com/recipes/salted-caramel-pecan-sour","Salted caramel pecan sour","",""
"1614356253-6535","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes","Page 2","https://www.bbcgoodfood.com/recipes/collection/cocktail-recipes/2","Frozen caipirinha","https://www.bbcgoodfood.com/recipes/frozen-caipirinha","Frozen caipirinha","",""
